catcode,cmte_id,catorder,catname,industry,sector,newsletter,source,confidence,reasoning,model
,C00905265,,VOTE FOR TERWEY,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Terwey, indicated by 'VOTE FOR TERWEY'.",gpt-4.1
,C00905281,,REGIS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Regis, indicated by 'FOR CONGRESS'.",gpt-4.1
,C00905307,,BISS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Biss, indicated by 'FOR CONGRESS'.",gpt-4.1
,C00905315,,KISTNER FOR MINNESOTA,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Kistner, indicated by 'FOR MINNESOTA'.",gpt-4.1
,C00905372,,COGHILL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Coghill, indicated by 'FOR CONGRESS'.",gpt-4.1
,C00905406,,SHAWN HARRIS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Shawn Harris, indicated by 'FOR CONGRESS'.",gpt-4.1
,C00905422,,PAT FARRELL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Pat Farrell, indicated by 'FOR CONGRESS'.",gpt-4.1
,C00905430,,BLAKE BRACHT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Blake Bracht, indicated by 'FOR CONGRESS'.",gpt-4.1
,C00905463,,ALLEN SPENCE THE PROSPERITY AGENDA,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Allen Spence, indicated by 'THE PROSPERITY AGENDA' and committee type.",gpt-4.1
,C00905489,,COMMITTEE TO ELECT ZURI FOR CD5,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Zuri, indicated by 'COMMITTEE TO ELECT ZURI FOR CD5'.",gpt-4.1
,C00905547,,KEVIN BURGE FOR UNITED STATES CONGRESS CAMPAIGN COMMITTEE,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Kevin Burge for Congress.,gpt-4.1
,C00905554,,RYAN P KRAUSE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Ryan P Krause for Congress.,gpt-4.1
,C00905661,,DR. BAEZ FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Dr. Baez for Congress.,gpt-4.1
,C00905679,,FRIENDS OF ZELDA,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Zelda (Friends of Zelda) for Congress.,gpt-4.1
,C00905703,,SHANNON BIRD FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Shannon Bird for Congress.,gpt-4.1
,C00905711,,RANDY BRYCE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Randy Bryce for Congress.,gpt-4.1
,C00905844,,ANUJ DIXIT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Anuj Dixit for Congress.,gpt-4.1
,C00905851,,TOM WILLIS VICTORY,Candidate Committees,Candidate,,llm_inferred,high,"Name is a candidate committee for Tom Willis (Senate), indicated by 'Victory' and committee type S.",gpt-4.1
,C00905877,,FRIENDS OF BETH ELLEN ADUBATO,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Beth Ellen Adubato for Congress.,gpt-4.1
,C00905893,,LA SHAWN K FORD FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for La Shawn K Ford for Congress.,gpt-4.1
,C00906024,,DR. ANNIE ANDREWS FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Dr. Annie Andrews for Senate.,gpt-4.1
,C00906032,,PRUITT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Pruitt for Congress.,gpt-4.1
,C00906057,,PAUL BARRINGER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Paul Barringer for Congress.,gpt-4.1
,C00906081,,MOE DAVIS FOR CONGRESS COMMITTEE,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Moe Davis for Congress.,gpt-4.1
,C00906099,,CITIZENS FOR JAMIE HILL,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Jamie Hill (Citizens for Jamie Hill) for Congress.,gpt-4.1
,C00906180,,DR. TIFFANIE TATE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Dr. Tiffanie Tate for Congress.,gpt-4.1
,C00906198,,MURPHY4CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Murphy (Murphy4Congress).,gpt-4.1
,C00906214,,BURNETT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Burnett for Congress.,gpt-4.1
,C00906354,,LEO MARTINEZ FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Leo Martinez for Congress.,gpt-4.1
,C00906404,,BRIAN STAHL FOR TEXAS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Brian Stahl for Texas (House).,gpt-4.1
,C00906446,,STEFANY SHAHEEN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Stefany Shaheen for Congress.,gpt-4.1
,C00906453,,HUDSON FOR ALABAMA,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Hudson for Alabama (Senate).,gpt-4.1
,C00906503,,CHRISTOPHER RIZARRY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Christopher Rizarry for Congress.,gpt-4.1
,C00906529,,HARRY JARIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Harry Jarin for Congress.,gpt-4.1
,C00906537,,AMY ROMA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee for Amy Roma for Congress.,gpt-4.1
,C00906545,,STEVE MARSHALL FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'STEVE MARSHALL FOR SENATE', indicating a candidate committee.",gpt-4.1
,C00906552,,TROY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'TROY FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00906594,,WALTER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'WALTER FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00906636,,CHATZKY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CHATZKY FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00906735,,JUSTIN STORY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JUSTIN STORY FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00906768,,KLOIBER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'KLOIBER FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00906792,,GE'NELL GARY FOR TEXAS 37,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'GE'NELL GARY FOR TEXAS 37', indicating a candidate committee.",gpt-4.1
,C00906818,,HOPE SCHEPPELMAN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'HOPE SCHEPPELMAN FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00906826,,"FRIENDS OF KRISTA PENN, LLC",Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF KRISTA PENN, LLC', indicating a candidate committee.",gpt-4.1
,C00906834,,FRIENDS OF THOMAS D. HALL JR,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF THOMAS D. HALL JR', indicating a candidate committee.",gpt-4.1
,C00906842,,BUSHRA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BUSHRA FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00906867,,RACHEL FOR US SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'RACHEL FOR US SENATE', indicating a candidate committee.",gpt-4.1
,C00906875,,JASMINE CLARK FOR GEORGIA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JASMINE CLARK FOR GEORGIA', indicating a candidate committee.",gpt-4.1
,C00906883,,PIA DANDIYA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'PIA DANDIYA FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00906891,,FRIENDS OF JUNAID,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF JUNAID', indicating a candidate committee.",gpt-4.1
,C00906958,,COMMITTEE TO ELECT MIKE PIERCE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'COMMITTEE TO ELECT MIKE PIERCE', indicating a candidate committee.",gpt-4.1
,C00907014,,KALLAS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'KALLAS FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00907022,,IRENE SHIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'IRENE SHIN FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00907030,,"STAR BLACK FOR CONGRESS, INC.",Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'STAR BLACK FOR CONGRESS, INC.', indicating a candidate committee.",gpt-4.1
,C00907055,,NED FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'NED FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00907063,,DAN LEE FOR VIRGINIA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'DAN LEE FOR VIRGINIA', indicating a candidate committee.",gpt-4.1
,C00907154,,LUCAS RAND FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'LUCAS RAND FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00907170,,SCHOLTEN FOR IOWA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'SCHOLTEN FOR IOWA', indicating a candidate committee.",gpt-4.1
,C00907238,,CARLEIGH BERIONT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CARLEIGH BERIONT FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00907246,,JOHN CAVANAUGH FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JOHN CAVANAUGH FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00907261,,LAFLAMME FOR ME,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate's name and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907311,,COMMITTEE TO ELECT RICKY DANA FOR HOUSE MISSOURI-4,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907329,,JUSTIN EARLY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907345,,CITIZENS FOR JON BUCHWALD,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907436,,AMIE FOR COLORADO,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907451,,JOLANDA JONES FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907519,,COMMITEE TO ELECT STOCKER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907527,,TJ WARE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907576,,CYRIL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907626,,LARRY THOMPSON FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907634,,TYLER FARNSWORTH FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907667,,CROSSWELL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907709,,KASIE WHITENER FOR US SENATE,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907717,,FRIENDS OF DR PUNNOOSE,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907733,,ANNA LEE WILLIAMS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907774,,PEOPLE OF ILLINOIS & KEVIN RYAN,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907790,,LIZETTE FERNANDEZ-PRESTWICH FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907816,,KELLY THOMPSON FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907881,,COSTELLO FOR U.S. SENATE,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907923,,WAHLS FOR IOWA,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907931,,FRIENDS OF AWISI,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907949,,DAN TULLY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907956,,LISA FOR VIRGINIA,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00907998,,JOEY MENDOZA ATKINS FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00908079,,AMBROSE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name references a candidate and the type/designation confirms it is a candidate committee.,gpt-4.1
,C00908095,,FRIENDS OF SARAH KLIMM,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF SARAH KLIMM', indicating a candidate committee.",gpt-4.1
,C00908103,,RYANFORILLINOIS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'RYANFORILLINOIS', indicating a candidate committee.",gpt-4.1
,C00908186,,SUSAN STOREY RUBIO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'SUSAN STOREY RUBIO FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908202,,MATT VAN EPPS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MATT VAN EPPS FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908210,,CYLE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CYLE FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908301,,WHITSON FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'WHITSON FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908400,,ROBB FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'ROBB FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908459,,BLAKE MIGUEZ FOR LOUISIANA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BLAKE MIGUEZ FOR LOUISIANA', indicating a candidate committee.",gpt-4.1
,C00908509,,NDIDIAMAKA OKPAREKE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'NDIDIAMAKA OKPAREKE FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908525,,BLUE COLLAR CASEY,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BLUE COLLAR CASEY', indicating a candidate committee.",gpt-4.1
,C00908541,,BRINK FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BRINK FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908566,,MELISSA BAILEY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MELISSA BAILEY FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908624,,FRIENDS OF JIM KINGSTON,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF JIM KINGSTON', indicating a candidate committee.",gpt-4.1
,C00908731,,WAYNE KINSEL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'WAYNE KINSEL FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908756,,FRIENDS OF MICHAEL HEIDENREICH,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FRIENDS OF MICHAEL HEIDENREICH', indicating a candidate committee.",gpt-4.1
,C00908855,,OLIVER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'OLIVER FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908863,,DENNIS FEITOSA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'DENNIS FEITOSA FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908889,,BAYLY WINDER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BAYLY WINDER FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908897,,TERRY VIRTS FOR TEXAS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'TERRY VIRTS FOR TEXAS', indicating a candidate committee.",gpt-4.1
,C00908954,,SPARKY MITRA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'SPARKY MITRA FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00908962,,COMMITTEE TO ELECT MATTHEW WOOD,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'COMMITTEE TO ELECT MATTHEW WOOD', indicating a candidate committee.",gpt-4.1
,C00909051,,SHAUN FINNIE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'SHAUN FINNIE FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00909168,,BRIT FOR WV,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BRIT FOR WV', indicating a candidate committee.",gpt-4.1
,C00909259,,ADAM FOR WI DISTRICT 1,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'ADAM FOR WI DISTRICT 1', indicating a candidate committee.",gpt-4.1
,C00909267,,CLOUGH FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CLOUGH FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00909283,,SCOTT WIENER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909291,,HEIDI HALL FOR SUPERVISOR 2024,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Supervisor, indicating a candidate committee.",gpt-4.1
,C00909309,,TODD ACHILLES FOR IDAHO,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Idaho, indicating a candidate committee.",gpt-4.1
,C00909473,,BRUCE LEON FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909481,,KIROS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909499,,IOWANS FOR ASHLEY WOLFTORNABANE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate, indicating a candidate committee.",gpt-4.1
,C00909515,,BRINKER HARDING FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909523,,URRUTIA FOR NH,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for NH, indicating a candidate committee.",gpt-4.1
,C00909531,,DOUG CHAPIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909549,,MATT MAASDAM FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909572,,ALLRED FOR TEXAS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Texas, indicating a candidate committee.",gpt-4.1
,C00909580,,DR. TINA SHAH FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909622,,"SCOTT BROWN FOR NEW HAMPSHIRE, INC.",Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for New Hampshire, indicating a candidate committee.",gpt-4.1
,C00909630,,DEREK MERRIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909689,,MARTY JACKLEY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909705,,MORRIS FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Senate, indicating a candidate committee.",gpt-4.1
,C00909721,,ROBERT LULGJURAJ FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909770,,BETH ANDRES-BECK FOR DEMOCRACY,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate, indicating a candidate committee.",gpt-4.1
,C00909788,,MCGOWAN FOR IOWA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Iowa, indicating a candidate committee.",gpt-4.1
,C00909796,,DIANA KASTENBAUM FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909804,,KIMBERLY HARDY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909820,,TARA DURANT FOR VIRGINIA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Virginia, indicating a candidate committee.",gpt-4.1
,C00909838,,VAN FOR TENNESSEE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Tennessee, indicating a candidate committee.",gpt-4.1
,C00909853,,KENFORUSCONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Congress, indicating a candidate committee.",gpt-4.1
,C00909861,,JOSH WILLIAMS FOR OHIO,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is for a specific candidate for Ohio, indicating a candidate committee.",gpt-4.1
,C00909887,,JASON GIBBS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JASON GIBBS FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00909903,,HOAN FOR 9,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'HOAN FOR 9', indicating it is a candidate committee.",gpt-4.1
,C00909937,,BOB HAGGLUND FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BOB HAGGLUND FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910026,,BRIAN HUALDE FOR CONGRESS 2026,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BRIAN HUALDE FOR CONGRESS 2026', indicating it is a candidate committee.",gpt-4.1
,C00910059,,MARTY YOUNG FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MARTY YOUNG FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910166,,BRETT LINDSTROM FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BRETT LINDSTROM FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910190,,ETIENNE ROSAS FOR CONGRESS TX34,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'ETIENNE ROSAS FOR CONGRESS TX34', indicating it is a candidate committee.",gpt-4.1
,C00910224,,TYLER VANDENBERG FOR US CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'TYLER VANDENBERG FOR US CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910232,,ROSE FOR CONGRESS 2026,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'ROSE FOR CONGRESS 2026', indicating it is a candidate committee.",gpt-4.1
,C00910240,,CHRIS JAMES FOR ARIZONA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CHRIS JAMES FOR ARIZONA', indicating it is a candidate committee.",gpt-4.1
,C00910455,,KNIGHT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'KNIGHT FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910505,,TERRI REESE FOR NJ CD-2,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'TERRI REESE FOR NJ CD-2', indicating it is a candidate committee.",gpt-4.1
,C00910661,,JESSE OPPENHEIM FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JESSE OPPENHEIM FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910679,,LEE REEVES FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'LEE REEVES FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910695,,CAITLIN ROURK FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CAITLIN ROURK FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910703,,JODY BARRETT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JODY BARRETT FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910745,,HARTZELL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'HARTZELL FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910778,,JOSH CORTEZ FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JOSH CORTEZ FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910794,,JANAK JOSHI FOR COLORADO,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JANAK JOSHI FOR COLORADO', indicating it is a candidate committee for Senate.",gpt-4.1
,C00910810,,BO MITCHELL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BO MITCHELL FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
